Keywords,Event ID,Title,Organizer,Start (PT),Address,Description,URL,Fee
professional,1232361308849,"Christian Business Partners - Redlands, CA",Alex Giannetti,2025-07-10 07:45,"459 East Highland Avenue, Redlands, CA, 92373, US","Our mission is to build God’s kingdom, by giving  business  referrals in a Christ-centered environment of relationship and trust.",https://www.eventbrite.com/e/christian-business-partners-redlands-ca-tickets-1232361308849,free
professional,1326195980879,Cafecito Networking  Vista - 2nd Thursday Jul,My San Diego North County,2025-07-10 08:00,"20 Main St, #100, Vista, CA, 92084, US",Join us for Cafecito Business Networking.  We build relationships and help support our North County business community,https://www.eventbrite.com/e/cafecito-networking-vista-2nd-thursday-jul-tickets-1326195980879,"(free, free, USD 8.00)"
professional,1310506693799,Free Co-Working Day,Amigas Social Club,2025-07-10 08:00,"109 W. 3rd St, Santa Ana, CA, 92701, US",Join us for a day of productivity and collaboration.,https://www.eventbrite.com/e/free-co-working-day-tickets-1310506693799,free
professional,1411217562719,Social Media Mastermind by Social Girl Mastermind,Social Girl Mastermind,2025-07-10 10:30,"2535 Camino del Rio South, San Diego, CA, 92108, US","Master Instagram app navigation! Learn advanced techniques, optimize your profile, and network with other social media pros. Limited spots!",https://www.eventbrite.com/e/social-media-mastermind-by-social-girl-mastermind-tickets-1411217562719,"(USD 45.00, USD 45.00)"
professional,1343273119059,Leaves of Absence and the Interactive Process,Hemet/Temecula Employer Advisory Council,2025-07-10 11:30,"26529 Jefferson Avenue, Murrieta, CA, 92562, US","Learn about CA leave laws, how they interact, which leave laws apply to your employees, and  best H.R. practices to use in your workplace.",https://www.eventbrite.com/e/leaves-of-absence-and-the-interactive-process-tickets-1343273119059,"(USD 25.00, USD 35.00, USD 45.00)"
professional,1350106076619,Carr Workplaces Open House Day - Laguna Niguel,Carr Workplaces,2025-07-10 14:00,"28202 Cabot Road, #suite 300, Laguna Niguel, CA, 92677, US",Join us at Carr Workplaces Laguna Niguel for our nationwide Open Day series - RSVP now!,https://www.eventbrite.com/e/carr-workplaces-open-house-day-laguna-niguel-tickets-1350106076619,free
professional,1228781902749,Professionals &  Pints,Xavier Ariza,2025-07-10 17:00,"13692 Apple Valley Road, Apple Valley, CA, 92308, US",Grab a Beer and Connect with local entrepreneurs & Professionals. Create a network of like minded individuals & enjoy live music after.,https://www.eventbrite.com/e/professionals-pints-tickets-1228781902749,free
professional,1376801513389,LA Business Mixer at Kiez Küche & Beer Garden,GABA - German American Business Association,2025-07-10 18:00,"4939 York Boulevard, Los Angeles, CA, 90042, US",German American professional and casual business networking mixer,https://www.eventbrite.com/e/la-business-mixer-at-kiez-kuche-beer-garden-tickets-1376801513389,USD 15.00
"career, professional",1275380149359,Anaheim Club 2 Toastmasters Meeting,Cristian Dubon,2025-07-10 18:30,"501 North Brookhurst Street, Anaheim, CA, 92801, US",Join us at the Anaheim Club 2 Toastmasters Meeting for a fun and engaging evening of public speaking practice and networking!,https://www.eventbrite.com/e/anaheim-club-2-toastmasters-meeting-tickets-1275380149359,free
professional,1312635150069,"Proactive Absence Management Workshop in Bakersfield, CA",Mangates,2025-07-11 08:00,"5701 Truxtun Ave. Suite 220, PH: +1 469 666 9332, Bakersfield, CA, 93309, US","Reduce Absences, Boost Productivity! Learn effective absence management strategies in our expert-led 8-hour workshop!",https://www.eventbrite.sg/e/proactive-absence-management-workshop-in-bakersfield-ca-tickets-1312635150069,"(USD 595.00, USD 795.00)"
professional,1392439878159,Speed Networking in Orange County | Meet Business Professionals NetworkNite,NetworkNite,2025-07-11 19:30,"18000 Von Karman Avenue, Irvine, CA, 92612, US",Speed Networking in Orange County | Meet Business Professionals NetworkNite,https://www.eventbrite.com/e/speed-networking-in-orange-county-meet-business-professionals-networknite-tickets-1392439878159,"(USD 28.95, USD 32.95)"
fair,1388652419769,Volunteer Habitat Restoration at Fairview Park! (2nd Saturdays),City of Costa Mesa | Parks & Community Services Department,2025-07-12 09:00,"2525 Placentia Avenue, Costa Mesa, CA, 92626, US",Join city staff to restore native habitats in Fairview Park every second Saturday of the month!,https://www.eventbrite.com/e/volunteer-habitat-restoration-at-fairview-park-2nd-saturdays-tickets-1388652419769,free
professional,1359576081659,Black Women Invest Los Angeles Meetup,"Black Women Invest, LLC",2025-07-12 10:00,"3545 Wilshire Boulevard, Los Angeles, CA, 90010, US",Join us at our next Black Women Invest Los Angeles meetup!,https://www.eventbrite.com/e/black-women-invest-los-angeles-meetup-tickets-1359576081659,
career,1409859390389,Eyelash Extensions Certification Class (In Person & Bonus Online Course),Aloha Artistry,2025-07-12 10:00,"To Be Announced Week of Event, Los Angeles, CA, 90019, US",Start your career as a Lash Artist! Learn how to master the art of eyelash extensions in our hands-on certification class!,https://www.eventbrite.com/e/eyelash-extensions-certification-class-in-person-bonus-online-course-tickets-1409859390389,USD 500.00
professional,1227116330979,Open House DTLA,Dino Buiatti,2025-07-12 10:30,"744 South Figueroa Street, Los Angeles, CA, 90017, US","An incredible Open House in DTLA tour with FREE Valet Parking, breakfast bites & coffee provided – come experience the heart of downtown LA!",https://www.eventbrite.com/e/open-house-dtla-tickets-1227116330979,
professional,1384590289829,From Manuscript to Marketplace: The Author–Publisher Partnership -WNBA-BOOK,WNBA-LA,2025-07-12 11:00,"18700 Sherman Way, #suite 112, Los Angeles, CA, 91335, US",Explore the collaborative journey between a writer and an independent press. Author Elizabeth Genovise and her publisher TRP share insights.,https://www.eventbrite.com/e/from-manuscript-to-marketplace-the-authorpublisher-partnership-wnba-book-tickets-1384590289829,"(USD 10.00, USD 50.00)"
professional,1291805347569,The New and Wise,Uncommon Voices,2025-07-12 13:00,"464 East Walnut Street, Pasadena, CA, 91101, US",A faith & business conference that helps Christian entrepreneurs grow and build businesses with Godly wisdom at the center!,https://www.eventbrite.com/e/the-new-and-wise-tickets-1291805347569,"(USD 40.00, USD 100.00)"
professional,1192358218529,Master Your Camera Controls and Composition in the Field - Photo Workshops,Digital Photo Academy,2025-07-12 13:00,"1594 Ocean Avenue, Santa Monica, CA, 90401, US",Photography Workshop lead by Professional Photographer,https://www.eventbrite.com/e/master-your-camera-controls-and-composition-in-the-field-photo-workshops-tickets-1192358218529,USD 150.00
professional,1371821056709,Exposure Exchange: Creative Networking Event,Exposure Exchange,2025-07-12 14:00,"1212 Stanford Avenue, #unit 205, Los Angeles, CA, 90021, US","Come join us at Exposure Exchange: Creative Networking Event to connect, collaborate, and showcase your talents with other like-minded indiv",https://www.eventbrite.com/e/exposure-exchange-creative-networking-event-tickets-1371821056709,free
planning,1363855812449,Quinceañera Planning Summit 2025,SkyWhite Films,2025-07-13 12:00,"201 East Macarthur Boulevard, Santa Ana, CA, 92707, US",Planning your daughter’s quinceañera and don’t know where to start? This workshop is designed for the parents!,https://www.eventbrite.com/e/quinceanera-planning-summit-2025-tickets-1363855812449,USD 50.00
professional,1336523611099,"Secrets to Sales Presentation Mastery Workshop in Bakersfield, CA",Mangates,2025-07-14 08:00,"5701 Truxtun Ave. Suite 220, PH: +1 469 666 9332, Bakersfield, CA, 93309, US",Learn the insider tips and tricks to nail your sales presentations at our 2 days workshop!,https://www.eventbrite.sg/e/secrets-to-sales-presentation-mastery-workshop-in-bakersfield-ca-tickets-1336523611099,"(USD 1195.00, USD 1295.00)"
"development, leaders, leadership",1352885780789,KARATE SUMMER CAMP!,USSD 4s Ranch Karate,2025-07-14 09:00,"10750 Thornmint Road, San Diego, CA, 92127, US","Get ready for an awesome week with character development games, leadership activities, themed class days, arts & crafts and so much more!",https://www.eventbrite.com/e/karate-summer-camp-tickets-1352885780789,USD 195.00
professional,1271346474529,5-Day Home Care Owner Bootcamp: Mastering your Business,HOME CARE RESOURCE,2025-07-14 09:00,"7851 Mission Center Court, #suite 208, San Diego, CA, 92108, US",Five Days of Live Owner Training to Launch Your New or Recently Licensed Home Care Agency,https://www.eventbrite.com/e/5-day-home-care-owner-bootcamp-mastering-your-business-tickets-1271346474529,"(USD 500.00, USD 500.00, USD 500.00, USD 250.00)"
professional,1125270738069,"Business Case Writing 1 Day Training in Costa Mesa, CA",Mangates,2025-07-14 09:00,"PH: +1 469 666 9332, Costa Mesa, CA, 92626, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/business-case-writing-1-day-training-in-costa-mesa-ca-tickets-1125270738069,"(USD 595.00, USD 795.00)"
"career, professional",1400380829759,PMP Pass Guarantee In-Person Training in Los Angeles,North America's Largest Training and Certification Provider,2025-07-14 16:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US","Guarantee to run in-person PMP exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/pmp-pass-guarantee-in-person-training-in-los-angeles-tickets-1400380829759,USD 1799.00
"career, professional",1375066594199,Six Sigma Black Belt Course with Exam Voucher Training in Los Angeles,North America's Largest Training and Certification Provider,2025-07-14 16:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US","Guarantee to run in-person Lean Six Sigma Black Belt exam prep course with pass guarantee, certified instructors and exam voucher.",https://www.eventbrite.com/e/six-sigma-black-belt-course-with-exam-voucher-training-in-los-angeles-tickets-1375066594199,USD 1999.00
"career, professional",1407755016149,CAPM Pass Guarantee In-Person Training in Los Angeles,North America's Largest Training and Certification Provider,2025-07-14 16:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US","Guarantee to run in-person CAPM exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/capm-pass-guarantee-in-person-training-in-los-angeles-tickets-1407755016149,USD 1799.00
"career, professional",1400384942059,PMP Pass Guarantee In-Person Training in San Diego,North America's Largest Training and Certification Provider,2025-07-14 16:00,"501 W Broadway Suite 800, San Diego, CA, 92101, US","Guarantee to run in-person PMP exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/pmp-pass-guarantee-in-person-training-in-san-diego-tickets-1400384942059,USD 1799.00
"career, professional",1375066574139,Six Sigma Black Belt Course with Exam Voucher Training in Irvine,North America's Largest Training and Certification Provider,2025-07-14 16:00,"300 Spectrum Center Dr Suite 400, Irvine, CA, 92614, US","Guarantee to run in-person Lean Six Sigma Black Belt exam prep course with pass guarantee, certified instructors and exam voucher.",https://www.eventbrite.com/e/six-sigma-black-belt-course-with-exam-voucher-training-in-irvine-tickets-1375066574139,USD 1999.00
"career, professional",1407749409379,CAPM Pass Guarantee In-Person Training in Irvine,North America's Largest Training and Certification Provider,2025-07-14 16:00,"300 Spectrum Center Dr Suite 400, Irvine, CA, 92614, US","Guarantee to run in-person CAPM exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/capm-pass-guarantee-in-person-training-in-irvine-tickets-1407749409379,USD 1799.00
professional,1261823150009,Grow Your Biz: Pro Branding & Social Selling Online Event (Los Angeles),experiencethegrowthjourney@outlook.com,2025-07-14 17:00,"Online, Los Angeles, CA, 90011, US","Imagine the potential to grow your business, build strong networks,  and gain insights for lasting success. Join us to reach new heights!",https://www.eventbrite.com/e/grow-your-biz-pro-branding-social-selling-online-event-los-angeles-tickets-1261823150009,free
professional,1270054309629,Grow Your Biz: Pro Branding & Social Selling Online Event (Glendale),experiencethegrowthjourney@outlook.com,2025-07-14 17:00,"Online, Glendale, CA, 91205, US","Imagine the potential to grow your business, build strong networks,  and gain insights for lasting success. Join us to reach new heights!",https://www.eventbrite.com/e/grow-your-biz-pro-branding-social-selling-online-event-glendale-tickets-1270054309629,free
professional,1126440456729,Grow Your Biz: Pro Branding & Social Selling Online Event (San Diego),experiencethegrowthjourney@outlook.com,2025-07-14 17:00,"Online, San Diego, CA, 92154, US","Imagine the potential to grow your business, build strong networks,  and gain insights for lasting success. Join us to reach new heights!",https://www.eventbrite.com/e/grow-your-biz-pro-branding-social-selling-online-event-san-diego-tickets-1126440456729,free
